total_trades,winning_trades,losing_trades,win_rate,total_pnl,total_return_pct,avg_win,avg_loss,largest_win,largest_loss,profit_factor,sharpe_ratio,max_drawdown_pct,avg_r_multiple,avg_or_range,avg_holding_time_hours,initial_capital,final_capital,window_num,test_start,test_end
1,1,0,1.0,34.26014407348407,0.03526014407350158,34.26014407348407,0.0,34.26014407348407,0.0,0.0,0.08079023632993784,14.737335688232415,1.1156458577693524,0.0,4.916666666666667,100000,100035.2601440735,1,2025-08-12,2025-08-18
2,1,1,0.5,-20.86929730596887,-0.019869297305980582,11.036531200501713,31.905828506470584,11.036531200501713,31.905828506470584,0.3459095631465416,0.12011672035871443,14.854722502563469,-0.5086687830590771,0.0,0.375,100000,99980.13070269402,2,2025-08-19,2025-08-25
1,0,1,0.0,-32.522957504273904,0.030522957504261282,0.0,32.522957504273904,0.0,32.522957504273904,0.0,0.09053832151092359,14.628834350585937,-1.343372364714828,0.0,0.4166666666666667,100000,100030.52295750426,3,2025-08-26,2025-09-02
1,0,1,0.0,-34.07339968872088,-0.03407339968871383,0.0,34.07339968872088,0.0,34.07339968872088,0.0,0.0881077795931141,14.633505674316401,-1.3216333826454765,0.0,0.4166666666666667,100000,99965.92660031129,6,2025-09-17,2025-09-23
1,0,1,0.0,-47.3671279602047,-0.04736712796021311,0.0,47.3671279602047,0.0,47.3671279602047,0.0,0.08682093187039952,14.53548482336427,-1.2101560914856666,0.0,1.8333333333333333,100000,99952.63287203979,7,2025-09-24,2025-09-30
4,1,3,0.25,-52.46937335204905,0.016910624145530163,42.76897317504938,31.74611550903281,42.76897317504938,34.18999874877932,0.44907303344331173,0.17406080097139123,14.838326935607101,-0.6412627972847165,0.0,2.2916666666666665,100000,100016.91062414553,8,2025-10-01,2025-10-07
