MIN_OR_RANGE_PCT,VOLUME_MULTIPLIER,CONFIRMATION_BARS,INITIAL_STOP_MULTIPLIER,total_trades,winning_trades,losing_trades,win_rate,total_pnl,total_return_pct,avg_win,avg_loss,largest_win,largest_loss,profit_factor,sharpe_ratio,max_drawdown_pct,avg_r_multiple,avg_or_range,avg_holding_time_hours,initial_capital,final_capital
0.0005,1.0,1,0.5,59,7,52,0.11864406779661017,-976.4513281400432,0.21103535604722856,10.131858051187026,20.141814124968317,26.15265234375056,64.88940588379046,0.06771505088701478,0.1960767863242139,14.987535552164275,-0.8035342882871074,0.0,0.7443502824858756,100000,100211.03535604723
0.0005,1.0,1,0.75,59,7,52,0.11864406779661017,-1017.380383494644,0.21912166691663149,10.131858051187026,20.92891134332602,26.15265234375056,89.38174847412029,0.06516841445094827,0.19606638021432948,15.00885779441465,-0.6182441104244424,0.0,0.9731638418079097,100000,100219.12166691663
0.0005,1.0,1,1.0,59,7,52,0.11864406779661017,-1047.3808800640757,0.22526743879502467,10.131858051187026,21.505843969661246,26.15265234375056,79.22965350341815,0.06342015548671846,0.1961276911566339,15.002937278174096,-0.5300358969753285,0.0,1.173728813559322,100000,100225.26743879502
0.0005,1.0,2,0.5,57,5,52,0.08771929824561403,-975.9481141390269,0.16004716103969258,10.532806258978667,19.781002796806156,26.15265234375056,64.88940588379046,0.05119911477681124,0.1930865559702695,14.976351858578491,-0.8415083939910568,0.0,0.7076023391812866,100000,100160.04716103969
0.0005,1.0,2,0.75,57,5,52,0.08771929824561403,-991.0935476669022,0.14787619929495852,10.532806258978667,20.072261133880684,26.15265234375056,89.38174847412029,0.05045619055267332,0.19306297912256712,14.999300042020502,-0.6330140622489544,0.0,0.9839181286549706,100000,100147.87619929496
0.0005,1.0,2,1.0,57,5,52,0.08771929824561403,-997.5847866298357,0.15993958212774306,10.532806258978667,20.197092652398638,26.15265234375056,60.02944595336726,0.050144337604641556,0.1930971309208399,14.985835127636799,-0.5330275225510563,0.0,1.1447368421052628,100000,100159.93958212774
0.0005,1.2,1,0.5,56,5,51,0.08928571428571429,-1014.1274075321337,0.16275345993129303,7.83751717132011,20.653235164484983,11.036531200501713,64.88940588379046,0.037204052066633846,0.1913800469844223,14.99515688433932,-0.88506898757192,0.0,0.6577380952380951,100000,100162.7534599313
0.0005,1.2,1,0.75,56,5,51,0.08928571428571429,-1052.5105930602533,0.1466655999780778,7.83751717132011,21.40584664542851,11.036531200501713,89.38174847412029,0.03589598903195126,0.1905610873464148,15.015104522526862,-0.6752300458781202,0.0,0.8883928571428571,100000,100146.66559997808
0.0005,1.2,1,1.0,56,5,51,0.08928571428571429,-1038.4735409142106,0.19746620293588785,7.83751717132011,21.13061032883943,11.036531200501713,79.22965350341815,0.03636355147561583,0.1906205733755406,15.018559773223522,-0.5529134580828312,0.0,1.1919642857142858,100000,100197.46620293589
0.0005,1.2,2,0.5,55,3,52,0.05454545454545454,-1039.0060143253527,0.10931817452408722,6.956243128164071,20.382206609804708,10.926793640136339,64.88940588379046,0.019689807223300826,0.19014427146750187,14.987735637856971,-0.937396070639528,0.0,0.6530303030303031,100000,100109.31817452409
0.0005,1.2,2,0.75,55,3,52,0.05454545454545454,-1057.1591638650675,0.07300027858253452,6.956243128164071,20.73130563941461,10.926793640136339,89.38174847412029,0.019358246215305647,0.18930796732680616,15.022540739604926,-0.7047497502039606,0.0,0.9045454545454547,100000,100073.00027858253
0.0005,1.2,2,1.0,55,3,52,0.05454545454545454,-1037.116699624914,0.11779546944622415,6.956243128164071,20.34587363479627,10.926793640136339,52.54407916259834,0.019724968617036293,0.1893496054041882,15.025995083984784,-0.5788782223461169,0.0,1.1803030303030302,100000,100117.79546944622
0.0005,1.5,1,0.5,53,7,46,0.1320754716981132,-828.9962309241251,0.09809272126437281,9.437254573248765,19.457761150801446,20.344447380568795,47.314106536864074,0.07380622804795677,0.18505443395286147,14.989934729116117,-0.8102175681825546,0.0,0.6871069182389938,100000,100098.09272126437
0.0005,1.5,1,0.75,53,7,46,0.1320754716981132,-826.6270479584936,0.11755688764141814,9.437254573248765,19.406257173287717,20.344447380568795,63.27188002014236,0.07400210890616715,0.18467995175180602,14.989094056783353,-0.6051951684592151,0.0,0.8176100628930819,100000,100117.55688764142
0.0005,1.5,1,1.0,53,7,46,0.1320754716981132,-872.65297909872,0.15798013483065007,9.437254573248765,20.40682089372742,20.344447380568795,79.22965350341815,0.07037372279972084,0.18470013484036912,14.983472783618526,-0.5068534184645475,0.0,0.9418238993710693,100000,100157.98013483065
0.0005,1.5,2,0.5,50,6,44,0.12,-777.2180594091914,0.1393604483366944,9.17241263130444,18.914830345386772,20.344447380568795,64.88940588379046,0.06612713504657382,0.1799228830437037,14.988905852767928,-0.7889970667821034,0.0,0.7233333333333334,100000,100139.3604483367
0.0005,1.5,2,0.75,50,6,44,0.12,-719.5476807809731,0.0732592369956983,9.17241263130444,17.604139922018177,20.344447380568795,43.30873942565836,0.07105053391833249,0.17947931696877495,15.00545407820878,-0.564619051397121,0.0,0.8783333333333335,100000,100073.2592369957
0.0005,1.5,2,1.0,50,6,44,0.12,-733.9795616892694,0.09219220522376417,9.17241263130444,17.932137215388547,20.344447380568795,52.54407916259834,0.06975094633778833,0.17946769416600367,14.997456051120043,-0.4602091564138399,0.0,0.9966666666666668,100000,100092.19220522376
