MIN_OR_RANGE_PCT,VOLUME_MULTIPLIER,CONFIRMATION_BARS,INITIAL_STOP_MULTIPLIER,total_trades,winning_trades,losing_trades,win_rate,total_pnl,total_return_pct,avg_win,avg_loss,largest_win,largest_loss,profit_factor,sharpe_ratio,max_drawdown_pct,avg_r_multiple,avg_or_range,avg_holding_time_hours,initial_capital,final_capital
0.0015,1.2,2,0.5,11,2,9,0.18181818181818182,-228.54665508770051,-0.1132673108773597,5.776116870000465,26.67765431418905,11.146199999999908,47.37061000000244,0.04811448231353951,0.08858238797746512,14.923881489912318,-0.9022210143479551,0.0,1.0984848484848486,100000,99886.73268912264
0.0015,1.2,2,0.75,11,2,9,0.18181818181818182,-254.19870525519593,-0.1648241369598545,5.776116870000465,29.52788211057743,11.146199999999908,63.31263499999932,0.04347015210437214,0.08841748788727273,14.980301408551163,-0.7235629423759972,0.0,1.5,100000,99835.17586304015
0.0015,1.2,2,1.0,11,2,9,0.18181818181818182,-289.9883882301983,-0.18914028603483166,5.776116870000465,33.50451355224436,11.146199999999908,79.2546600000012,0.03831070475520415,0.08834960602442157,15.009484200203488,-0.6529119276720237,0.0,1.9696969696969695,100000,99810.85971396517
0.0015,1.5,1,0.5,11,1,10,0.09090909090909091,-248.9050076918445,-0.1336489759981196,0.4060337400010212,24.93110414318455,0.4060337400010212,47.367529999997714,0.0016286231755684964,0.08852623061520706,14.944038133653567,-0.9594118466370855,0.0,1.037878787878788,100000,99866.35102400188
0.0015,1.5,1,0.75,11,1,10,0.09090909090909091,-298.9415590168429,-0.16082130092316946,0.4060337400010212,29.934759275684392,0.4060337400010212,63.30955499999959,0.001356395540921677,0.08845104021439192,14.976079967448138,-0.8557600753462787,0.0,1.2272727272727273,100000,99839.17869907683
0.0015,1.5,1,1.0,11,1,10,0.09090909090909091,-326.8837260418419,-0.21348602304815723,0.4060337400010212,32.728975978184295,0.4060337400010212,79.25157999999897,0.0012405940848001647,0.0886893176649992,15.037695594354105,-0.7214903041416765,0.0,1.5,100000,99786.51397695184
0.0015,1.5,2,0.5,8,1,7,0.125,-144.56740428770104,-0.08196824967730208,0.4060337400010212,20.71049114681458,0.4060337400010212,33.98272890000021,0.0028007457471170326,0.07504008824649482,14.896225949677305,-0.8382336233085714,0.0,0.8541666666666666,100000,99918.0317503227
0.0015,1.5,2,0.75,8,1,7,0.125,-172.92516366269933,-0.09893531655232073,0.4060337400010212,24.761599628957192,0.4060337400010212,43.1928215499986,0.002342531212414595,0.07498279282469329,14.90549686655232,-0.7550292478584177,0.0,1.0520833333333333,100000,99901.06468344768
0.0015,1.5,2,1.0,8,1,7,0.125,-172.66862303769972,-0.1445166834273259,0.4060337400010212,24.72495096824296,0.4060337400010212,52.402914199999486,0.002346003438981457,0.07480374387748341,14.94338208342732,-0.5857529869762365,0.0,1.375,100000,99855.48331657267
0.002,1.0,1,0.5,6,2,4,0.3333333333333333,-110.44631399750108,-0.12336764080250577,15.861522951250038,35.54233997500029,26.26238249999915,47.37061000000244,0.22313560337342292,0.06350381404336304,14.912214570802506,-0.6775395810174746,0.0,2.111111111111111,100000,99876.6323591975
0.002,1.0,1,0.75,6,2,4,0.3333333333333333,-143.29458164749656,-0.15621590845250466,15.861522951250038,43.75440688749916,26.26238249999915,63.31263499999932,0.18125629027532025,0.06336204771047366,14.945062838452506,-0.6331739061393312,0.0,2.5416666666666665,100000,99843.7840915475
0.002,1.0,1,1.0,6,2,4,0.3333333333333333,-167.59132719749834,-0.1805126540025085,15.861522951250038,49.828593274999605,26.26238249999915,79.2546600000012,0.15916085432827387,0.06326179981690211,14.96935958400251,-0.5742051599011644,0.0,3.263888888888889,100000,99819.48734599749
0.002,1.0,2,0.5,6,1,5,0.16666666666666666,-124.47223798750065,-0.10878193681252014,26.26238249999915,30.14692409749996,26.26238249999915,47.37061000000244,0.17422926740427924,0.06487798904124806,14.897848976812513,-0.7680917004177731,0.0,1.8055555555555556,100000,99891.21806318748
0.002,1.0,2,0.75,6,1,5,0.16666666666666666,-157.32050563749613,-0.1416302044625045,26.26238249999915,36.716577627499056,26.26238249999915,63.31263499999932,0.14305463197817114,0.06474089880897713,14.930697244462499,-0.6998736900046506,0.0,2.236111111111111,100000,99858.3697955375
0.002,1.0,2,1.0,6,1,5,0.16666666666666666,-181.6172511874979,-0.16592695001250832,26.26238249999915,41.575926737499415,26.26238249999915,79.2546600000012,0.12633456214127772,0.06464397549981181,14.954993990012502,-0.6269986360525878,0.0,2.9583333333333335,100000,99834.07304998749
0.002,1.2,1,0.5,6,2,4,0.3333333333333333,-125.56249649750032,-0.1394838233025366,8.303431701250418,35.54233997500029,11.146199999999908,47.37061000000244,0.11681042535593987,0.06475997018898991,14.928330753302536,-0.7556662570267475,0.0,1.861111111111111,100000,99860.51617669746
0.002,1.2,1,0.75,6,2,4,0.3333333333333333,-158.4107641474958,-0.1723320909525064,8.303431701250418,43.75440688749916,11.146199999999908,63.31263499999932,0.09488680446063534,0.06462290598854371,14.961179020952505,-0.6895296311661436,0.0,2.2916666666666665,100000,99827.6679090475
0.002,1.2,1,1.0,6,2,4,0.3333333333333333,-182.70750969749758,-0.19662883650251023,8.303431701250418,49.828593274999605,11.146199999999908,79.2546600000012,0.08331994900422446,0.06452600961892516,14.98547576650251,-0.6182791343798096,0.0,3.0138888888888893,100000,99803.37116349749
0.002,1.2,2,0.5,5,1,4,0.2,-131.24326990000077,-0.13124326990003465,11.146199999999908,35.59736747500017,11.146199999999908,47.37061000000244,0.07827966497682604,0.060204577701998316,14.920310309900028,-0.9508431572215231,0.0,1.8,100000,99868.75673009997
0.002,1.2,2,0.75,5,1,4,0.2,-164.09153754999625,-0.16409153755003353,11.146199999999908,43.80943438749904,11.146199999999908,63.31263499999932,0.0636061624387261,0.06005581654519645,14.953158577550028,-0.8598823114606515,0.0,2.316666666666667,100000,99835.90846244997
0.002,1.2,2,1.0,5,1,4,0.2,-188.38828309999803,-0.1883882831000228,11.146199999999908,49.883620774999486,11.146199999999908,79.2546600000012,0.05586102124720929,0.05995083530197109,14.977455323100017,-0.7676190130811665,0.0,3.183333333333334,100000,99811.61171689998
0.002,1.5,1,0.5,5,0,5,0.0,-151.61355389999608,-0.15161355389996606,0.0,30.322710779999216,0.0,47.367529999997714,0.0,0.06013757495885899,14.940460483899965,-1.0766954452151343,0.0,1.5666666666666669,100000,99848.38644610003
0.002,1.5,1,0.75,5,0,5,0.0,-184.46182154999656,-0.18446182154999405,0.0,36.89236430999931,0.0,63.30955499999959,0.0,0.05999054124908402,14.973308751549993,-0.950645635539146,0.0,1.8666666666666667,100000,99815.53817845
0.002,1.5,1,1.0,5,0,5,0.0,-217.31008919999704,-0.21731008919999295,0.0,43.462017839999405,0.0,79.25157999999897,0.0,0.05985029680548331,15.006157019199993,-0.8773424332854187,0.0,2.1333333333333337,100000,99782.6899108
0.002,1.5,2,0.5,3,0,3,0.0,-74.60411390000013,-0.07460411389998627,0.0,24.86803796666671,0.0,33.98272890000021,0.0,0.046734501921079225,14.88886181389999,-0.9940466096940034,0.0,1.138888888888889,100000,99925.39588610001
0.002,1.5,2,0.75,3,0,3,0.0,-91.51035654999873,-0.0915103565499885,0.0,30.50345218333291,0.0,43.1928215499986,0.0,0.04663236594949471,14.898071906549987,-0.9075447467110566,0.0,1.5,100000,99908.48964345001
0.002,1.5,2,1.0,3,0,3,0.0,-108.41659919999984,-0.10841659919999073,0.0,36.13886639999995,0.0,52.402914199999486,0.0,0.04652559173571417,14.907281999199986,-0.857208293539002,0.0,1.861111111111111,100000,99891.58340080001
