,entry_time,exit_time,symbol,direction,shares,entry_price,exit_price,pnl,pnl_pct,r_multiple,holding_time_hours,exit_reason,partial_exits
0,2025-07-15 10:25:00,2025-07-15 11:25:00,SPY,short,23,625.1672404785156,625.4798240987549,-8.189423265502796,-0.056954660777855264,-0.27331973603021475,1.0,Stop loss,0
1,2025-07-17 12:45:00,2025-07-17 15:55:00,SPY,long,23,627.026430267334,627.6659904785156,14.833090301511561,0.10285323528642577,0.618111025400767,3.1666666666666665,Time stop,1
2,2025-07-31 13:25:00,2025-07-31 14:30:00,SPY,short,23,634.522606842041,634.839868145462,20.344447380568795,0.1394026281997722,0.6897457206859297,1.0833333333333333,Stop loss,2
3,2025-08-01 12:55:00,2025-08-01 14:25:00,SPY,short,24,621.0393005981446,621.3498202484436,-8.452471607177358,-0.05670918356157498,-0.14982293961066817,1.5,Stop loss,0
4,2025-08-04 13:40:00,2025-08-04 15:55:00,SPY,long,23,630.2800093688965,630.7444675598144,9.682538391113553,0.06679252455903611,0.2854127971030813,2.25,Time stop,0
5,2025-08-07 12:40:00,2025-08-07 12:50:00,SPY,short,23,630.2454496154785,631.5163144683838,-30.22989161682267,-0.20854464154827262,-1.3758944454497843,0.16666666666666666,Stop loss,0
6,2025-08-12 15:30:00,2025-08-12 15:55:00,SPY,long,23,642.7712982788086,642.308689880371,-11.63999316406273,-0.07873510541965037,-0.37873078237356644,0.4166666666666667,Time stop,0
7,2025-08-19 12:40:00,2025-08-19 13:10:00,SPY,short,23,639.4700830383301,639.7898180798493,-8.353905954940501,-0.05679910788992239,-0.3561345308285339,0.5,Stop loss,0
8,2025-08-22 10:00:00,2025-08-22 10:20:00,SPY,long,23,643.2314281311035,642.909812417038,11.036531200501713,0.07459977259268905,0.3399686367598402,0.3333333333333333,Stop loss,1
9,2025-09-02 11:50:00,2025-09-02 12:15:00,SPY,short,23,634.8624026794433,636.2329660491944,-32.522957504273904,-0.22273198486044019,-1.343372364714828,0.4166666666666667,Stop loss,0
10,2025-09-18 13:10:00,2025-09-18 13:35:00,SPY,long,22,664.0918897705078,662.5885534210205,-34.07339968872088,-0.2332193659942269,-1.3216333826454765,0.4166666666666667,Stop loss,0
11,2025-09-25 11:30:00,2025-09-25 13:20:00,SPY,long,22,658.6691968688965,656.5616001434327,-47.3671279602047,-0.3268789980089118,-1.2101560914856666,1.8333333333333333,Stop loss,0
12,2025-10-01 14:00:00,2025-10-01 15:55:00,SPY,long,22,668.5590880737304,668.16575,-9.653437622069532,-0.06563258611130982,-0.2991863437212878,1.9166666666666667,Time stop,0
13,2025-10-02 13:05:00,2025-10-02 13:40:00,SPY,short,22,667.8858607177734,669.3944970245361,-34.18999874877932,-0.232688089930077,-1.3236372391946123,0.5833333333333334,Stop loss,0
14,2025-10-03 11:55:00,2025-10-03 13:00:00,SPY,long,22,672.83625,671.4640877990722,-31.187568420410116,-0.21069268286039552,-1.3680096955804508,1.0833333333333333,Stop loss,0
15,2025-10-06 13:20:00,2025-10-06 15:55:00,SPY,long,22,672.5560806884765,671.2442270812988,-29.860779357908996,-0.20181337907803754,-1.1999646872565866,2.5833333333333335,Time stop,0
0,2025-07-15 10:55:00,2025-07-15 11:10:00,QQQ,short,26,557.5660482177734,559.1543459014893,-42.295739776611754,-0.2917608106478531,-1.2428823074626516,0.25,Stop loss,0
1,2025-07-16 11:15:00,2025-07-16 11:25:00,QQQ,short,27,553.8229255981445,554.0998370609435,-8.476609495573939,-0.05668752327235253,-0.30717675600242267,0.16666666666666666,Stop loss,0
2,2025-07-17 11:05:00,2025-07-17 13:25:00,QQQ,long,26,561.470597442627,561.1898621439057,-8.29911776675408,-0.05685014293477155,-0.31275862715820435,2.3333333333333335,Stop loss,0
3,2025-07-18 11:10:00,2025-07-18 11:30:00,QQQ,short,26,560.504580657959,561.6656717376709,-31.188368072510002,-0.21401299107410396,-1.362510835068111,0.3333333333333333,Stop loss,0
4,2025-07-21 11:55:00,2025-07-21 15:45:00,QQQ,long,26,565.4425531311035,563.7869657440185,-44.04527206421017,-0.29959699993674915,-1.2333335990376788,3.8333333333333335,Stop loss,0
5,2025-07-22 09:50:00,2025-07-22 10:05:00,QQQ,short,26,558.7804675598145,560.4150772705078,-43.49985247802647,-0.2994147695357248,-1.2351562335806037,0.25,Stop loss,0
6,2025-07-23 15:05:00,2025-07-23 15:55:00,QQQ,long,26,563.4615826721191,563.5481020812988,1.2495046386718514,0.008529041232987348,0.039178852153907734,0.8333333333333334,Time stop,0
7,2025-07-24 14:10:00,2025-07-24 15:55:00,QQQ,long,26,566.3130443115234,564.807481842041,-40.144624206541266,-0.2726449661460635,-1.288809385766764,1.75,Time stop,0
8,2025-07-29 11:25:00,2025-07-29 11:30:00,QQQ,short,26,567.2612104187011,568.5290870819092,-33.96479324341021,-0.23028865321240677,-1.3279112069069419,0.08333333333333333,Stop loss,0
9,2025-07-30 13:40:00,2025-07-30 14:00:00,QQQ,long,26,569.9148198852539,568.6355534210205,-34.260928070068076,-0.23121490382724844,-1.3246074075359084,0.3333333333333333,Stop loss,0
10,2025-07-31 13:20:00,2025-07-31 13:45:00,QQQ,short,26,568.21575,568.499857875,-8.386804750000465,-0.056768826534913254,-0.17535837201146295,0.4166666666666667,Stop loss,0
11,2025-08-01 12:55:00,2025-08-01 14:25:00,QQQ,short,27,553.5631068420411,553.8398883954621,-8.473101942368999,-0.056690662108676085,-0.1301735860318143,1.5,Stop loss,0
12,2025-08-04 12:45:00,2025-08-04 15:55:00,QQQ,long,26,563.5516545410156,563.8179255981445,5.9230474853500255,0.040423893148330475,0.14449253416997535,3.1666666666666665,Time stop,0
13,2025-08-05 14:15:00,2025-08-05 15:55:00,QQQ,short,26,561.3691994018554,560.470097442627,20.790786865233713,0.142445586525742,0.8091007794326179,1.6666666666666667,Time stop,1
14,2025-08-06 12:50:00,2025-08-06 15:55:00,QQQ,long,26,566.3930403442383,567.0358592834473,15.713292419432719,0.10670282960752842,0.48815598592280834,3.0833333333333335,Time stop,0
15,2025-08-07 12:40:00,2025-08-07 12:50:00,QQQ,short,26,566.7964770812988,568.1339311065674,-35.7738046569832,-0.24275301971094781,-1.3060063222890057,0.16666666666666666,Stop loss,0
16,2025-08-08 11:00:00,2025-08-08 11:35:00,QQQ,long,26,573.5716156311036,572.0088354187012,-41.63228552246096,-0.27917032628994887,-1.2542697085781316,0.5833333333333334,Stop loss,0
17,2025-08-11 12:05:00,2025-08-11 12:35:00,QQQ,long,26,576.9283346557618,575.6420581817626,-34.44318832397721,-0.22961916288113995,-1.3269786658291298,0.5,Stop loss,0
18,2025-08-12 14:40:00,2025-08-12 15:55:00,QQQ,long,25,579.7596446228027,579.7300095214844,-1.7408775329594164,-0.012011029391961548,-0.04786761468950565,1.25,Time stop,0
19,2025-08-15 09:45:00,2025-08-15 10:00:00,QQQ,short,26,576.4715077514649,577.9426965637207,-39.250909118651634,-0.2618777043475718,-1.2768090544192963,0.25,Stop loss,0
20,2025-08-19 12:40:00,2025-08-19 15:55:00,QQQ,short,26,569.644905670166,569.5646693115234,1.086145324708923,0.007333484380408161,0.02610979498034589,3.25,Time stop,0
21,2025-08-20 09:50:00,2025-08-20 11:15:00,QQQ,short,26,561.8490618896484,562.1299864205932,21.638024005431703,0.14812371310500844,0.5165668869221965,1.4166666666666667,Stop loss,1
22,2025-08-22 10:00:00,2025-08-22 10:20:00,QQQ,long,26,570.2549556884766,569.9698282106324,23.265374556824213,0.1569161459121494,0.531058346182,0.3333333333333333,Stop loss,1
23,2025-08-25 13:00:00,2025-08-25 15:40:00,QQQ,long,26,572.6461653442383,571.2741870574952,-36.67143545532099,-0.24630215140911443,-1.2985104294676184,2.6666666666666665,Stop loss,0
24,2025-08-26 14:40:00,2025-08-26 15:35:00,QQQ,long,26,571.8557923278809,571.569864431717,-8.434125300261712,-0.05672574082094069,-0.3466517941093458,0.9166666666666666,Stop loss,0
25,2025-08-27 10:30:00,2025-08-27 11:40:00,QQQ,long,26,573.3665570983886,572.1737614593505,-32.012686614990116,-0.21474171492153116,-1.3581555694118796,1.1666666666666667,Stop loss,0
26,2025-08-28 09:50:00,2025-08-28 10:05:00,QQQ,short,26,573.2081256103515,575.1223173522949,-50.76898529052687,-0.34065345433226296,-1.2003221897572471,0.25,Stop loss,0
27,2025-08-29 09:55:00,2025-08-29 10:30:00,QQQ,short,26,571.0343473205567,571.319864494217,11.638880197005392,0.07839269922148277,0.3615396564509515,0.5833333333333334,Stop loss,1
28,2025-09-02 14:50:00,2025-09-02 15:55:00,QQQ,long,26,564.3620570983886,565.3571946411133,24.87357611084235,0.16951458593474936,0.45565875166625786,1.0833333333333333,Time stop,0
29,2025-09-03 14:00:00,2025-09-03 15:35:00,QQQ,short,26,567.1462776794434,568.4940964508056,-36.04328805541718,-0.24443082223794066,-1.3032456113455468,1.5833333333333333,Stop loss,0
30,2025-09-04 13:05:00,2025-09-04 15:55:00,QQQ,long,26,573.1465374755859,574.9723797607422,42.225110534670534,0.2833555830285588,1.1928840169737787,2.8333333333333335,Time stop,1
31,2025-09-05 15:05:00,2025-09-05 15:55:00,QQQ,short,26,575.2322595214844,576.3180443115234,-29.230404541015105,-0.19544215573650237,-0.9046464860623552,0.8333333333333334,Time stop,0
32,2025-09-08 11:50:00,2025-09-08 12:25:00,QQQ,long,25,580.5301102294922,579.0403215789795,-38.24471626281627,-0.2635158148658134,-1.2746925213089924,0.5833333333333334,Stop loss,0
33,2025-09-10 13:25:00,2025-09-10 15:50:00,QQQ,short,25,580.6595982055665,580.9499280046692,10.305626552094168,0.07099255111905166,0.3296570238548519,2.4166666666666665,Stop loss,1
34,2025-09-11 11:30:00,2025-09-11 15:55:00,QQQ,long,25,584.9623179016113,583.8079255981445,-29.859807586670172,-0.2041827767216451,-0.910114060494037,4.416666666666667,Time stop,0
35,2025-09-12 11:20:00,2025-09-12 15:30:00,QQQ,long,25,586.5699328308106,586.2766478643952,4.783534572341409,0.0326203871327388,0.18610182261028277,4.166666666666667,Stop loss,1
36,2025-09-15 12:50:00,2025-09-15 14:40:00,QQQ,long,25,591.0553897705078,589.7974525299072,-32.44843101501351,-0.21959654933601022,-1.3479586499903993,1.8333333333333333,Stop loss,0
37,2025-09-17 14:05:00,2025-09-17 14:25:00,QQQ,short,25,588.7766924133301,589.0710807595368,19.06087453398095,0.12949476281645966,0.6303490250659755,0.3333333333333333,Stop loss,2
38,2025-09-18 11:20:00,2025-09-18 11:50:00,QQQ,long,25,597.9488494262695,596.276755203247,-42.80235557556102,-0.28632787313918096,-1.2462409893280877,0.5,Stop loss,0
39,2025-09-23 13:20:00,2025-09-23 15:55:00,QQQ,short,24,599.5489525146485,598.4590531311035,26.254530853272172,0.18246029468732655,0.9968093735578712,2.5833333333333335,Time stop,2
40,2025-09-24 11:45:00,2025-09-24 13:05:00,QQQ,short,25,595.5020267944336,595.7997778078309,8.710468393218093,0.05850840468239033,0.2896492642046435,1.3333333333333333,Stop loss,1
41,2025-09-25 14:40:00,2025-09-25 15:55:00,QQQ,long,25,593.6566653442383,593.2532127990722,-11.086313629150823,-0.07469848669329639,-0.2060949037260576,1.25,Time stop,0
42,2025-09-26 10:25:00,2025-09-26 10:40:00,QQQ,short,25,591.9139169616699,593.8818144836425,-50.19743804931613,-0.33922120504942765,-1.201538807419103,0.25,Stop loss,0
43,2025-09-29 15:15:00,2025-09-29 15:45:00,QQQ,short,25,597.6160205383301,599.0193306884765,-36.08275375366168,-0.2415112882760973,-1.3074051675281781,0.5,Stop loss,0
44,2025-10-01 13:00:00,2025-10-01 15:55:00,QQQ,long,24,602.5310954589844,602.9883330383301,9.973701904296831,0.06897086570485945,0.2796362314595402,2.9166666666666665,Time stop,0
45,2025-10-06 14:30:00,2025-10-06 15:45:00,QQQ,long,24,609.5146269836425,607.6510395812988,-45.726097656248385,-0.3125854548296969,-1.2216221996192116,1.25,Stop loss,0
0,2025-07-15 10:20:00,2025-07-15 15:55:00,TSLA,short,47,317.2412938995361,310.8153336639404,196.26493319702053,1.3163007851721238,2.1319960880666526,5.583333333333333,Time stop,3
1,2025-07-16 09:45:00,2025-07-16 10:10:00,TSLA,long,47,317.468652557373,315.04239694976803,-115.03401355743301,-0.7709524022713771,-1.0788469583037803,0.4166666666666667,Stop loss,0
2,2025-07-17 13:25:00,2025-07-17 13:55:00,TSLA,short,46,319.30026145935057,319.45991159008025,-8.343906013565629,-0.056808365998648726,-0.08806484298712315,0.5,Stop loss,0
3,2025-07-18 09:55:00,2025-07-18 10:35:00,TSLA,long,45,328.93437400817874,326.2076641845703,-123.70194206237875,-0.835708354932309,-1.072325290570054,0.6666666666666666,Stop loss,0
4,2025-07-21 15:15:00,2025-07-21 15:55:00,TSLA,short,45,329.5643224182129,328.69426377868655,38.152638778685684,0.2572597698328015,0.2157419241323496,0.6666666666666666,Time stop,0
5,2025-07-22 09:50:00,2025-07-22 09:55:00,TSLA,short,46,322.12886354064943,324.23704971313475,-97.97656393432464,-0.6612028737534492,-1.0944309341382192,0.08333333333333333,Stop loss,0
6,2025-07-23 11:50:00,2025-07-23 12:00:00,TSLA,long,44,335.65272784423826,333.17332633972165,-110.09366619873049,-0.7454516438206941,-1.0818933241391897,0.16666666666666666,Stop loss,0
7,2025-07-25 11:20:00,2025-07-25 13:15:00,TSLA,long,46,318.0739660491943,317.91492906616975,95.99536969683157,0.6560913767622968,0.8251858280246741,1.9166666666666667,Stop loss,1
8,2025-07-28 12:15:00,2025-07-28 12:35:00,TSLA,long,45,330.0052216644287,327.8902331237793,-96.17448432922265,-0.6476293775269025,-1.0954654209686807,0.3333333333333333,Stop loss,0
