total_trades,winning_trades,losing_trades,win_rate,total_pnl,total_return_pct,avg_win,avg_loss,largest_win,largest_loss,profit_factor,sharpe_ratio,max_drawdown_pct,avg_r_multiple,avg_or_range,avg_holding_time_hours,initial_capital,final_capital,config_name,target_1,target_2,target_3
50,19,31,0.38,132.45514555522232,0.39944859736540816,142.642805097952,83.15348875180213,351.4410412902869,191.59347840881304,1.0513838528599442,0.18119669518188464,15.555097145625126,-0.0023784011498042146,0.0,2.0583333333333336,100000,100399.44859736541,Current (Day 4),1.0,1.5,2.0
50,22,28,0.44,66.21549319998712,0.3537613150614198,119.04946074287422,91.1740229694016,279.3272291488679,191.59347840881304,1.0259376406331258,0.1794033260317298,15.503254234061867,-0.019096474518097088,0.0,2.0583333333333336,100000,100353.76131506142,Tighter (Day 3 Recommendation),0.75,1.25,1.75
50,28,22,0.56,157.93131637803617,0.4298034948733839,95.01707615315614,113.75212799592435,283.9144457397482,191.59347840881304,1.0631082365268705,0.1751630386517743,15.424602756126157,-0.004099952457985059,0.0,2.0583333333333336,100000,100429.80349487338,Very Tight,0.5,1.0,1.5
50,16,34,0.32,12.269951049367364,0.27707537282202976,163.44267046758983,76.5533169538844,385.7951716842679,191.59347840881304,1.0047141120408158,0.1831804320161875,15.861859190646749,-0.008192286187546296,0.0,2.0583333333333336,100000,100277.07537282203,Aggressive,1.25,2.0,2.5
50,15,35,0.3,174.3280176213578,0.7845205829376064,185.55007923685764,74.54066202661447,578.0664668273927,191.59347840881304,1.0668199123545348,0.18644048451925127,15.683379526363538,0.035264149571798936,0.0,2.0583333333333336,100000,100784.5205829376,Single Target,0.75,0.75,0.75
